"group_luscher","FBD","thaw_strain","method","sub_group","soil_group","group_nelson"
"Silty Sand",1350,15.38866,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1360,15.03826,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1370,14.68786,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1380,14.33746,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1390,13.98706,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1400,13.63666,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1410,13.28626,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1420,12.93586,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1430,12.58546,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1440,12.23506,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1450,11.88466,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1460,11.53426,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1470,11.18386,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1480,10.83346,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1490,10.48306,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1500,10.13266,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1510,9.78225999999999,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1520,9.43185999999999,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1530,9.08145999999999,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1540,8.73105999999999,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1550,8.38065999999999,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1560,8.03025999999999,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1570,7.67985999999999,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1580,7.32945999999999,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1590,6.97906,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1600,6.62866,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1610,6.27826,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1620,5.92786,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1630,5.57745999999999,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1640,5.22705999999999,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1650,4.87665999999999,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1660,4.52625999999999,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1670,4.17585999999999,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1680,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1690,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1700,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1710,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1720,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1730,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1740,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1750,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1760,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1770,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1780,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1790,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1800,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1810,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1820,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1830,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1840,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1850,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1860,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1870,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1880,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1890,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1900,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1910,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1920,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1930,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1940,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1950,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1960,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1970,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1980,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",1990,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2000,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2010,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2020,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2030,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2040,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2050,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2060,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2070,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2080,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2090,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2100,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2110,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2120,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2130,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2140,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2150,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2160,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2170,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2180,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2190,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2200,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2210,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2220,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2230,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2240,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
"Silty Sand",2250,4.1,"Luscher and Afifi (1973)","Silty Sand","Coarse-grained",NA
NA,1755.55555555556,8.99845176040239,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1761.85185185185,8.42877611245682,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1768.14814814815,7.88837731786522,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1774.44444444444,7.37619244092031,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1780.74074074074,6.89119283416341,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1787.03703703704,6.43238276685464,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1793.33333333333,5.99879811875368,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1799.62962962963,5.58950513561205,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1805.92592592593,5.20359924300157,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1812.22222222222,4.84020391531351,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1818.51851851852,4.49846959695796,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1824.81481481482,4.1775726729735,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1831.11111111111,3.87671448642806,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1837.40740740741,3.59512040014685,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1843.7037037037,3.33203890045277,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1850,3.08674074074075,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1856.2962962963,2.85851812283516,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1862.59259259259,2.64668391420065,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1868.88888888889,2.4505708991869,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1875.18518518518,2.2695310625939,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1881.48148148148,2.10293490394176,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1887.77777777778,1.95017078092014,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1894.07407407407,1.81064428057956,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1900.37037037037,1.68377761690629,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1906.66666666667,1.56900905349795,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1912.96296296296,1.46579235012885,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1919.25925925926,1.37359623205896,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1925.55555555556,1.29190388100371,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1931.85185185185,1.22021244674029,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1938.14814814815,1.15803257838076,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1944.44444444444,1.10488797439414,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1950.74074074074,1.06031495050861,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1957.03703703704,1.02386202466997,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1963.33333333333,0.995089518276444,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1969.62962962963,0.973569172949686,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1975.92592592593,0.958883782140484,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1982.22222222222,0.95062683690338,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1988.51851851852,0.948402185208817,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1994.81481481481,0.951823704192455,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,2001.11111111111,0.960514984772805,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,2007.40740740741,0.974109028095306,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,2013.7037037037,0.992247953289453,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,2020,1.01458271604938,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,2026.2962962963,1.04077283757371,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,2032.59259259259,1.07048614342202,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,2038.88888888889,1.10339851186766,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,2045.18518518519,1.13919363134599,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,2051.48148148148,1.17756276661736,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,2057.77777777778,1.21820453328108,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,2064.07407407407,1.26082468029511,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,2070.37037037037,1.3051358801713,"Nelson et al. (1983)","Clean Sand","Coarse-grained","Clean Sand"
NA,1629.62962962963,14.4200885535742,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1635.92592592593,13.9373120166571,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1642.22222222222,13.4616772387639,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1648.51851851852,12.9932537699676,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1654.81481481481,12.5321084853388,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1661.11111111111,12.0783057123261,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1667.40740740741,11.6319073509273,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1673.7037037037,11.1929729871216,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1680,10.76156,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1686.2962962963,10.3377236629989,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1692.59259259259,9.9215172396115,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1698.88888888889,9.51299207392581,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1705.18518518519,9.11219767631244,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1711.48148148148,8.71918180456252,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1717.77777777778,8.33399054075519,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1724.07407407407,7.95666836411471,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1730.37037037037,7.58725822009892,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1736.66666666667,7.22580158594493,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1742.96296296296,6.87233853288181,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1749.25925925926,6.52690778520645,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1755.55555555556,6.18954677640605,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1761.85185185185,5.86029170249699,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1768.14814814815,5.53917757274109,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1774.44444444444,5.22623825788752,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1780.74074074074,4.92150653608077,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1787.03703703704,4.62501413656457,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1793.33333333333,4.33679178130514,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1799.62962962963,4.0568692246477,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1805.92592592593,3.78527529111417,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1812.22222222222,3.5220379114429,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1818.51851851852,3.26718415696484,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
NA,1824.81481481482,3.02074027240544,"Nelson et al. (1983)","Fat Clay","Fine-grained","Fat Clay"
