test_id,sample_name,particle_size,pct_passing
CEN-039,IVU_2014_F1_118-132,0.101298359,7.354559547
CEN-039,IVU_2014_F1_118-132,0.030916955,4.61031211
CEN-040,IVU_2014_F1_148-163,16.43184961,95.27991689
CEN-040,IVU_2014_F1_148-163,8.621327589,89.7914386
CEN-040,IVU_2014_F1_148-163,5.779693957,80.02195752
CEN-040,IVU_2014_F1_148-163,4.079850445,69.70361958
CEN-040,IVU_2014_F1_148-163,3.255403768,60.15367682
CEN-040,IVU_2014_F1_148-163,2.196528095,50.16465006
CEN-040,IVU_2014_F1_148-163,1.130372037,39.84632686
CEN-040,IVU_2014_F1_148-163,0.593074295,29.52798892
CEN-040,IVU_2014_F1_148-163,0.395037742,22.61251339
CEN-040,IVU_2014_F1_148-163,0.243531273,19.53896216
CEN-040,IVU_2014_F1_148-163,0.114504783,14.05049676
CEN-040,IVU_2014_F1_148-163,0.058926178,10.20855035
CEN-040,IVU_2014_F1_148-163,0.030520661,8.01317451
CEN-041,IVU_2014_F1_170-183,12.69525495,89.71553478
CEN-041,IVU_2014_F1_170-183,5.668931405,79.97811749
CEN-041,IVU_2014_F1_170-183,3.849763979,69.58424342
CEN-041,IVU_2014_F1_170-183,2.917331744,59.6280121
CEN-041,IVU_2014_F1_170-183,2.154435312,50.00000367
CEN-041,IVU_2014_F1_170-183,1.591038627,40.15317754
CEN-041,IVU_2014_F1_170-183,1.026134653,29.64989094
CEN-041,IVU_2014_F1_170-183,0.724342122,19.69365227
CEN-041,IVU_2014_F1_170-183,0.528066929,9.956238663
CEN-041,IVU_2014_F1_170-183,0.377598942,1.312920925
CEN-041,IVU_2014_F1_170-183,0.076269822,0.328230231
CEN-043,IVU_2014_F1_201-213,16.32619794,100.4390803
CEN-043,IVU_2014_F1_201-213,8.733259622,90.01097692
CEN-043,IVU_2014_F1_201-213,5.854730084,80.57079963
CEN-043,IVU_2014_F1_201-213,4.053621789,69.59385411
CEN-043,IVU_2014_F1_201-213,3.234475338,59.9341385
CEN-043,IVU_2014_F1_201-213,2.682695131,49.72558078
CEN-043,IVU_2014_F1_201-213,2.113147946,40.06586518
CEN-043,IVU_2014_F1_201-213,1.520802208,29.74752725
CEN-043,IVU_2014_F1_201-213,1.286007912,25.90559557
CEN-043,IVU_2014_F1_201-213,0.666084459,19.75850785
CEN-043,IVU_2014_F1_201-213,0.286143043,14.16026224
CEN-043,IVU_2014_F1_201-213,0.115245678,9.879246554
CEN-043,IVU_2014_F1_201-213,0.060466206,7.79362145
CEN-043,IVU_2014_F1_201-213,0.020329347,5.159154228
CEN-046,IVU_2014_F2_165-176,12.45196777,100.1097692
CEN-046,IVU_2014_F2_165-176,5.314838932,98.46322807
CEN-046,IVU_2014_F2_165-176,3.052066081,95.71899169
CEN-046,IVU_2014_F2_165-176,1.78690231,90.01097692
CEN-046,IVU_2014_F2_165-176,1.000000433,79.69265004
CEN-046,IVU_2014_F2_165-176,0.772601804,69.48407758
CEN-046,IVU_2014_F2_165-176,0.624480307,59.82436566
CEN-046,IVU_2014_F2_165-176,0.495082953,49.72558078
CEN-046,IVU_2014_F2_165-176,0.38997481,39.73655401
CEN-046,IVU_2014_F2_165-176,0.191828584,29.41821608
CEN-046,IVU_2014_F2_165-176,0.060857448,19.75850785
CEN-046,IVU_2014_F2_165-176,0.016752896,9.989012029
CEN-046,IVU_2014_F2_165-176,0.010000004,5.268941813
CEN-046,IVU_2014_F2_165-176,0.005080219,1.536760877
CEN-049,IVU_2014_F2_216-229,13.11133971,90.01097692
CEN-049,IVU_2014_F2_216-229,2.682695131,79.69265004
CEN-049,IVU_2014_F2_216-229,0.787695555,70.25246907
CEN-049,IVU_2014_F2_216-229,0.384976432,60.04390398
CEN-049,IVU_2014_F2_216-229,0.178690308,50.16465006
CEN-049,IVU_2014_F2_216-229,0.084561155,40.06586518
