test_id,prim_source,test_name,sample_name,borehole,top,bottom,grain_size_curve,mass_fraction_of_gravel_in_soil,mass_fraction_of_sand_in_soil,mass_fraction_of_silt_in_soil,mass_fraction_of_clay_in_soil,mass_fraction_of_fines_in_soil,loss_on_ignition,LL,PL,IP,D10,D50,D60,USCS_symbol_rpt,soil_description,ground_ice_description,soil_group,USCS_symbol_calc,USCS_symbol_rep_or_calc,class,sample_mass_init,mass_of_dry_sample,gravimetric_wc_init,gravimetric_wc_fin,sample_volume_init,solid_grain_density_rep,solid_grain_density_rpt_or_asm,initial_degree_of_saturation_rep,frozen_void_ratio_rep,sample_height_ave_or_typ,sample_diameter_ave_or_typ,frozen_bulk_density_rep,frozen_dry_density_calc,final_bulk_density_rep,reported_test_result_type,sigma_v_1,sigma_v_2,sigma_v_3,sigma_v_4,sigma_v_5,sigma_v_6,sigma_v_7,delta_h_1,delta_h_2,delta_h_3,delta_h_4,delta_h_5,delta_h_6,delta_h_7,epsilon_1,epsilon_2,epsilon_3,epsilon_4,epsilon_5,epsilon_6,epsilon_7,e_1,e_2,e_3,e_4,e_5,e_6,e_7,data_quality_flag,note,source_id,data_source
NESCL-052,NESCL,3B-1-11_1,3B-1-11,N75-3B-1,2.5,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ICE,ICE,ICE,Peat,NA,ICE,,NA,NA,1068.6,440.2,NA,NA,1.5,92.4,18.9,NA,NA,889,76.07,NA,strain-sigma_v,5.6,19.34,33.28,74.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.9,56.5,61.1,70.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-053,NESCL,3B-1-11_2,3B-1-11,N75-3B-1,2.74,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; brown, woody",Vr 50%,Peat,NA,PT,,NA,NA,781.9,390,NA,NA,1.5,92.2,13.86,NA,NA,895.4,101.53,NA,strain-sigma_v,4.88,17.28,29.78,66.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2,44,49.9,60.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-054,NESCL,3B-1-13,3B-1-13,N75-3B-1,3.44,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CI,"CLAY; trace fine gravel, trace coarse sand, grey, medium plastic",Vr 40%,Peat,NA,CI,,NA,NA,583.1,384.1,NA,NA,1.5,98,9.73,NA,NA,954.7,139.76,NA,strain-sigma_v,5.22,17.62,31.46,71.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,30.9,36.4,48.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-055,NESCL,4B-1-3,4B-1-3,N75-4B-1,0.79,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; dark brown,  wood fragment ",Nb,Peat,NA,PT,,NA,NA,598.6,401.4,NA,NA,1.5,96.5,10.14,NA,NA,943.5,135.06,NA,strain-sigma_v,5.12,18.24,31.36,70.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,28.3,33.2,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-056,NESCL,4B-1-5,4B-1-5,N75-4B-1,1.49,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; dark brown, woody, decomposed, wood fragments from 4.3' to 5.3'",Vr 5%,Peat,NA,PT,,NA,NA,864,447.2,NA,NA,1.5,88.2,16.02,NA,NA,852.2,88.4,NA,strain-sigma_v,5.36,18.67,32.03,71.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,50.4,56.4,64.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-057,NESCL,4B-1-6,4B-1-6,N75-4B-1,1.68,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; dark brown, woody, decomposed",Vr 5%,Peat,NA,PT,,NA,NA,587.3,372.5,NA,NA,1.5,95.3,10.08,NA,NA,930.7,135.41,NA,strain-sigma_v,5.12,18.05,30.98,69.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1,40.9,45.1,53.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-058,NESCL,4B-1-7_1,4B-1-7,N75-4B-1,2.01,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; dark brown, woody, decomposed",Vr 5%,Peat,NA,PT,,NA,NA,337.1,232.5,NA,NA,1.5,95.4,5.78,NA,NA,965.9,220.98,NA,strain-sigma_v,5.08,17.48,29.83,66.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,25.9,31.2,41.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-059,NESCL,4B-1-7_2,4B-1-7,N75-4B-1,2.32,2.38,NA,NA,NA,NA,NA,NA,NA,NP,NP,NP,NA,NA,NA,ML,"SILT and fine SAND, low plastic",Vx 5 %,Peat,NA,ML,,NA,NA,175.34,116.44,NA,NA,1.6,96.2,2.98,NA,NA,1102.1,400.27,NA,strain-sigma_v,4.93,17.24,29.64,66.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,36.5,39.9,46.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-060,NESCL,4B-1-8_1,4B-1-8,N75-4B-1,2.59,2.65,FALSE,0,84,14,2,16,NA,NP,NP,NP,NA,NA,NA,SM,"SAND (fine); little silt, non-plastic, grey",Nb,Coarse-grained,NA,SM,,NA,NA,39.1,32.9,NA,NA,2.67,NA,NA,NA,NA,1678.7,1206.83,NA,strain-sigma_v,5.41,17.67,30.02,67.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,16,16.6,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-061,NESCL,4B-1-8_2,4B-1-8,N75-4B-1,2.8,2.87,TRUE,0,84,14.1,2.4,16.5,NA,NP,NP,NP,0.03,0.15,0.15,SM,"SAND (fine); little silt, non-plastic, grey",Nb,Coarse-grained,NA,SM,,NA,NA,35.4,29.8,NA,NA,2.67,NA,NA,NA,NA,1741.2,1285.97,NA,strain-sigma_v,5.65,18.24,30.83,68.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,7.4,8.1,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-062,NESCL,4B-1-9,4B-1-9,N75-4B-1,3,3.06,FALSE,0,78,20,2,22,NA,NP,NP,NP,NA,NA,NA,SM,"SAND (fine); little silt, non-plastic, grey",Nb,Coarse-grained,NA,SM,,NA,NA,33.4,31.4,NA,NA,2.67,NA,NA,NA,NA,1821.3,1365.29,NA,strain-sigma_v,5.51,19.34,33.13,74.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,9.3,9.9,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-063,NESCL,4B-1-10_1,4B-1-10,N75-4B-1,3.14,3.2,FALSE,0,78,20,2,22,NA,NP,NP,NP,NA,NA,NA,SM,"SAND (fine); little silt, non-plastic, grey",Nb,Coarse-grained,NA,SM,,NA,NA,33,31.8,NA,NA,2.67,NA,NA,NA,NA,1765.2,1327.22,NA,strain-sigma_v,1.29,2.82,4.36,8.76,17.67,36.44,74.88,NA,NA,NA,NA,NA,NA,NA,4.8,5.3,5.7,7,8.2,10.5,11.9,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-064,NESCL,4B-1-10_2,4B-1-10,N75-4B-1,3.38,3.44,TRUE,0,78,20.3,1.9,22.2,NA,NP,NP,NP,0.035,0.081,0.081,SM,"SAND (fine); little silt, non-plastic, grey, small silt below 11'",Nb,Coarse-grained,NA,SM,,NA,NA,30.6,NA,NA,NA,2.67,NA,NA,NA,NA,1811.7,1387.21,NA,strain-sigma_v,5.46,18.34,31.12,69.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,5.3,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-065,NESCL,4B-1-10_3,4B-1-10,N75-4B-1,3.63,3.69,FALSE,0,78,20,2,22,NA,NP,NP,NP,NA,NA,NA,SM,"SAND (fine); little silt, non-plastic, grey, 1/2 in thick ice lense at 12.4'",Nb,Coarse-grained,NA,SM,,NA,NA,29.3,NA,NA,NA,2.67,NA,NA,NA,NA,1842.1,1424.67,NA,strain-sigma_v,6.03,19.58,33.23,73.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,4.9,5.6,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-066,NESCL,4B-1-11_1,4B-1-11,N75-4B-1,4.02,4.08,FALSE,0,70,28,2,30,NA,NP,NP,NP,NA,NA,NA,SM,"SAND (fine); little silt, non-plastic, grey",Nb,Coarse-grained,NA,SM,,NA,NA,27.47,25.17,NA,NA,2.67,NA,NA,NA,NA,1867.8,1465.29,NA,strain-sigma_v,5.46,18.72,31.79,71.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2.8,3.9,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-067,NESCL,4B-1-11_2,4B-1-11,N75-4B-1,4.27,4.33,TRUE,0,70,28,1.8,29.8,NA,Np,NP,Np,0.033,0.073,0.073,SM,"SAND (fine); little silt, non-plastic, grey",Nb,Coarse-grained,NA,SM,,NA,NA,28.24,26.88,NA,NA,2.67,NA,NA,NA,NA,1832.5,1428.96,NA,strain-sigma_v,5.17,18.05,30.83,69.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.7,3.9,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-068,NESCL,4B-1-11_3,4B-1-11,N75-4B-1,4.6,4.66,FALSE,0,70,28,2,30,NA,NP,NP,NP,NA,NA,NA,SM,"SAND (fine); little silt, non-plastic, grey",Nb,Coarse-grained,NA,SM,,NA,NA,33.76,17.44,NA,NA,2.67,NA,NA,NA,NA,1750.8,1308.91,NA,strain-sigma_v,4.84,17.19,29.69,67.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,8.4,8.9,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-069,NESCL,4B-1-12_1,4B-1-12,N75-4B-1,4.69,4.75,FALSE,0,70,28,2,30,NA,NP,NP,NP,NA,NA,NA,SM,"SAND (fine); little silt, non-plastic, grey",Nb,Coarse-grained,NA,SM,,NA,NA,39.2,32.2,NA,NA,2.67,NA,NA,NA,NA,1728.4,1241.67,NA,strain-sigma_v,5.36,17.62,29.88,66.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,14.2,14.8,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-070,NESCL,4B-1-12_2,4B-1-12,N75-4B-1,4.88,4.94,FALSE,0,70,28,2,30,NA,NP,NP,NP,NA,NA,NA,SM,"SAND (fine); little silt, non-plastic, grey",Nb,Coarse-grained,NA,SM,,NA,NA,37.4,33.5,NA,NA,2.67,NA,NA,NA,NA,1731.6,1260.26,NA,strain-sigma_v,5.79,18.86,31.79,71.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,11.8,12.1,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-071,NESCL,4B-2-4_1,4B-2-4,N75-4B-2,1.46,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OL,"SILT and PEAT; alternating thick layers, high organic content",Nb,Peat,NA,OL,,NA,NA,426.92,204.6,NA,NA,1.5,99.7,7,NA,NA,986.7,187.26,NA,strain-sigma_v,5.27,17.81,30.16,67.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.6,57.2,59.4,64.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-072,NESCL,4B-2-4_2,4B-2-4,N75-4B-2,1.86,1.92,TRUE,0,84,12.2,4,16.2,NA,NP,NP,NP,0.013,0.195,0.22,SM,"SAND (fine); little silt, thin peat layer, grey, non-plastic",Nb,Coarse-grained,NA,SM,,NA,NA,37.2,33.8,NA,NA,2.67,NA,NA,NA,NA,1673.9,1220.04,NA,strain-sigma_v,5.89,19.01,32.08,70.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,16,16.7,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-073,NESCL,4B-2-6,4B-2-6,N75-4B-2,2.47,2.53,TRUE,0,83,5,2,7,NA,NP,NP,NP,0.07,0.145,0.17,SP-SM,"SAND (fine); trace medium sand, trace silt, grey, non-plastic",Nb,Coarse-grained,NA,SP-SM,,NA,NA,29,27.4,NA,NA,2.67,NA,NA,NA,NA,1834.1,1421.78,NA,strain-sigma_v,5.75,18.82,31.89,70.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,9.7,10,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-074,NESCL,4B-2-7,4B-2-7,N75-4B-2,2.71,2.77,FALSE,0,83,5,2,7,NA,NP,NP,NP,NA,NA,NA,SP-SM,"SAND (fine); trace medium sand, trace silt, grey, non-plastic",Nb,Coarse-grained,NA,SP-SM,,NA,NA,26.2,NA,NA,NA,2.67,NA,NA,NA,NA,1882.2,1491.44,NA,strain-sigma_v,5.36,17.72,30.07,66.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,5.6,6,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-075,NESCL,4B-2-8_1,4B-2-8,N75-4B-2,3.32,3.38,FALSE,0,88,10,2,12,NA,NP,NP,NP,NA,NA,NA,SP-SM,"SAND (fine); trace medium sand, trace silt, grey, non-plastic, fine sand and medium sand below 11.0'",Nb,Coarse-grained,NA,SP-SM,,NA,NA,28,NA,NA,NA,2.67,NA,NA,NA,NA,1882.2,1470.47,NA,strain-sigma_v,1.24,2.73,5.55,11.25,22.65,35.1,67.51,NA,NA,NA,NA,NA,NA,NA,1.3,2.2,2.5,3,3.4,3.6,4,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-076,NESCL,4B-2-8_2,4B-2-8,N75-4B-2,3.54,3.6,TRUE,0,88,10.5,1.5,12,NA,NP,NP,NP,0.047,0.155,0.18,SP-SM,"SAND (fine); trace medium sand, trace silt, grey, non-plastic, fine sand and medium sand below 11.0'",Nb,Coarse-grained,NA,SP-SM,,NA,NA,25.3,NA,NA,NA,2.67,NA,NA,NA,NA,1928.6,1539.19,NA,strain-sigma_v,5.55,18.15,30.88,68.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,3.8,3.9,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-077,NESCL,4D-1-2_1,4D-1-2,N75-4D-1,0.7,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; dark brown, strong odour",Vr 5%,Peat,NA,PT,,NA,NA,421.2,296.7,NA,NA,1.5,NA,6.87,NA,NA,989.9,189.93,NA,strain-sigma_v,4.84,17.09,29.45,66.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,21.2,27.6,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-078,NESCL,4D-1-2_2,4D-1-2,N75-4D-1,0.82,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; dark brown, strong odour",Vr 15%,Peat,NA,PT,,NA,NA,846.3,317.1,NA,NA,1.5,84.7,16.33,NA,NA,812.1,85.82,NA,strain-sigma_v,5.17,18,30.55,68.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3,50.2,54.2,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-079,NESCL,4D-1-4_1,4D-1-4,N75-4D-1,1.68,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OL,"ORGANIC SILT; some sand, dark brown grey",Vr 10%,Fine-grained,NA,OL,,NA,NA,72.8,65.8,NA,NA,2.67,NA,NA,NA,NA,1387.2,802.78,NA,strain-sigma_v,5.12,17.52,29.88,66.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,13.5,14.6,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-080,NESCL,4D-1-4_2,4D-1-4,N75-4D-1,1.92,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM,SAND and SILT; high organic content,Vr 10%,Coarse-grained,NA,SM,,NA,NA,56.3,50.6,NA,NA,2.67,NA,NA,NA,NA,1563.4,1000.26,NA,strain-sigma_v,5.17,18.39,31.6,71.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,10.9,11.9,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-081,NESCL,4D-1-5_1,4D-1-5,N75-4D-1,2.32,2.35,TRUE,0,85,11,4,15,NA,NA,NA,NA,0.014,0.2,0.23,SM,"SAND; medium and fine sand, little silt, gret",Vr 10%,Coarse-grained,NA,SM,,NA,NA,38.6,37.1,NA,NA,2.67,NA,NA,NA,NA,1723.6,1243.58,NA,strain-sigma_v,5.22,18.19,31.22,70.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-082,NESCL,4D-1-5_2,4D-1-5,N75-4D-1,2.5,2.53,TRUE,0,87,8,5,13,NA,NA,NA,NA,0.018,0.19,0.22,SM,"SAND; medium and fine sand, little silt, gret",Vr 10%,Coarse-grained,NA,SM,,NA,NA,36.7,NA,NA,NA,2.67,NA,NA,NA,NA,1665.9,1218.65,NA,strain-sigma_v,4.5,17.33,30.12,68.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,9.7,11.7,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-083,NESCL,4D-1-6,4D-1-6,N75-4D-1,3.66,3.72,TRUE,0,84,13,3,16,NA,NA,NA,NA,0.045,0.12,0.14,SM,"SAND; medium and fine sand, little silt, gret",Vr 5%,Coarse-grained,NA,SM,,NA,NA,39.8,32.7,NA,NA,2.67,NA,NA,NA,NA,1598.6,1143.49,NA,strain-sigma_v,5.12,17.86,30.64,68.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,18.8,19.3,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-084,NESCL,4D-1-7,4D-1-7,N75-4D-1,4.24,4.27,FALSE,0,0,91,9,100,NA,25,20,5,NA,NA,NA,CL-ML,"CLAY and SILT; low plastic, grey",Vr 35%,Fine-grained,NA,CL-ML,,NA,NA,41.8,25.3,NA,NA,2.67,NA,NA,NA,NA,1656.3,1168.05,NA,strain-sigma_v,5.41,18.96,32.51,73.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,27.3,28.4,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-085,NESCL,4D-1-8_1,4D-1-8,N75-4D-1,4.72,4.79,FALSE,0,0,91,9,100,NA,25,20,5,NA,NA,NA,CL-ML,"CLAY and SILT; low plastic, grey",Vr 35%,Fine-grained,NA,CL-ML,,NA,NA,44.4,24.4,NA,NA,2.67,NA,NA,NA,NA,1664.3,1152.56,NA,strain-sigma_v,5.27,18.29,31.12,70.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7,34.2,35.5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-086,NESCL,4D-1-8_2,4D-1-8,N75-4D-1,5.03,5.09,FALSE,0,0,91,9,100,NA,25,20,5,NA,NA,NA,CI,CLAY; medium to high plastic,Vs 5% to 10%,Fine-grained,NA,CI,,NA,NA,33.7,29,NA,NA,2.67,NA,NA,NA,NA,1808.5,1352.66,NA,strain-sigma_v,4.93,17,29.16,66.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,11.5,12.6,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-087,NESCL,4D-1-9_1,4D-1-9,N75-4D-1,5.27,5.3,TRUE,0,0,91,9,100,NA,NP,NP,NP,NA,NA,NA,ML,"SILT; clayey, grey",Vs 5% to 10%,Fine-grained,NA,ML,,NA,NA,33,NA,NA,NA,2.67,NA,NA,NA,NA,1846.9,1388.65,NA,strain-sigma_v,5.03,17.86,43.43,68.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,14.7,16.7,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-088,NESCL,4D-1-9_2,4D-1-9,N75-4D-1,5.49,5.52,FALSE,0,0,91,9,100,NA,25,20,5,NA,NA,NA,ML,"SILT; clayey, grey, 1 in ice layer at 18.6'",Vs 5% to 10%,Fine-grained,NA,ML,,NA,NA,31.1,27.2,NA,NA,2.67,NA,NA,NA,NA,1854.9,1414.87,NA,strain-sigma_v,5.27,18.77,32.37,73.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,12.8,13.1,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-089,NESCL,4D-1-10,4D-1-10,N75-4D-1,5.85,6.07,FALSE,0,0,91,9,100,NA,25,20,5,NA,NA,NA,CI,"CLAY; medium to high plastic, grey, 1 in ice layer at 19.3'",Vs 5%,Fine-grained,NA,CI,,NA,NA,36.4,30,NA,NA,2.67,NA,NA,NA,NA,1739.6,1275.37,NA,strain-sigma_v,5.12,17.72,30.07,67.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,13.9,14.6,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-090,NESCL,5A-1-2_1,5A-1-2,N75-5A-1,0.94,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; dark brown, woody, oca. Wood fragment",Vs 5% to 10%,Peat,NA,PT,,NA,NA,855.3,530.7,NA,NA,1.5,97.5,14.34,NA,NA,940.3,98.43,NA,strain-sigma_v,1.29,14.6,27.91,67.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,42,51.7,64.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
