test_id,prim_source,test_name,sample_name,borehole,top,bottom,grain_size_curve,mass_fraction_of_gravel_in_soil,mass_fraction_of_sand_in_soil,mass_fraction_of_silt_in_soil,mass_fraction_of_clay_in_soil,mass_fraction_of_fines_in_soil,loss_on_ignition,LL,PL,IP,D10,D50,D60,USCS_symbol_rpt,soil_description,ground_ice_description,soil_group,USCS_symbol_calc,USCS_symbol_rep_or_calc,class,sample_mass_init,mass_of_dry_sample,gravimetric_wc_init,gravimetric_wc_fin,sample_volume_init,solid_grain_density_rep,solid_grain_density_rpt_or_asm,initial_degree_of_saturation_rep,frozen_void_ratio_rep,sample_height_ave_or_typ,sample_diameter_ave_or_typ,frozen_bulk_density_rep,frozen_dry_density_calc,final_bulk_density_rep,reported_test_result_type,sigma_v_1,sigma_v_2,sigma_v_3,sigma_v_4,sigma_v_5,sigma_v_6,sigma_v_7,delta_h_1,delta_h_2,delta_h_3,delta_h_4,delta_h_5,delta_h_6,delta_h_7,epsilon_1,epsilon_2,epsilon_3,epsilon_4,epsilon_5,epsilon_6,epsilon_7,e_1,e_2,e_3,e_4,e_5,e_6,e_7,data_quality_flag,note,source_id,data_source
NESCL-091,NESCL,5A-1-2_2,5A-1-2,N75-5A-1,1.13,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; dark brown, woody, oca. Wood fragment",Vs 5% to 10%,Peat,NA,PT,,NA,NA,1031.3,478.3,NA,NA,1.5,93.2,18.1,NA,NA,897,79.29,NA,strain-sigma_v,5.22,18,30.79,68.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3,54.7,60.3,66.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-092,NESCL,5A-1-3_1,5A-1-3,N75-5A-1,1.37,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; dark brown, woody, oca. Wood fragment",Vs 5% to 10%,Peat,NA,PT,,NA,NA,1063.4,559.8,NA,NA,1.5,98.1,17.72,NA,NA,922.7,79.31,NA,strain-sigma_v,5.08,17.28,29.59,66.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,36.4,41.4,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-093,NESCL,5A-1-3_2,5A-1-3,N75-5A-1,1.58,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; dark brown, woody, oca. Wood fragment",Vs 5% to 10%,Peat,NA,PT,,NA,NA,1479.7,871.6,NA,NA,1.5,96.8,25,NA,NA,903.4,57.19,NA,strain-sigma_v,4.93,16.95,29.3,66.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3,41.7,51.7,66.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-094,NESCL,5A-1-4_1,5A-1-4,N75-5A-1,1.83,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; dark brown, woody, oca. Wood fragment",Vr 15%,Peat,NA,PT,,NA,NA,1471.3,627.5,NA,NA,1.5,93.5,25.74,NA,NA,879.4,55.97,NA,strain-sigma_v,5.31,18,30.83,69.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3,58.6,64,72.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-095,NESCL,5A-1-4_2,5A-1-4,N75-5A-1,2.07,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,PEAT; light brown peat from 6' to 7.1' and 1 in thick ice layer at 7.1',Vr 15%,Peat,NA,PT,,NA,NA,2221.8,814.5,NA,NA,1.5,91.5,39.7,NA,NA,861.8,37.12,NA,strain-sigma_v,5.17,18.15,31.12,70.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2,71.9,77.1,83.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-096,NESCL,5A-1-7,5A-1-7,N75-5A-1,2.83,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,PEAT; dark brown peat below7.2',Vs 50%,Peat,NA,PT,,NA,NA,1570.8,732.9,NA,NA,1.5,93.7,27.36,NA,NA,876.2,52.44,NA,strain-sigma_v,4.84,17.14,29.64,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.3,60.7,66.4,74.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-097,NESCL,5A-1-8,5A-1-8,N75-5A-1,3.11,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,PEAT and ICE; layers of peat and ice,Vs 50%,Peat,NA,PT,,NA,NA,2322,216,NA,NA,1.5,99.9,38,NA,NA,921.1,38.03,NA,strain-sigma_v,5.46,17.81,29.93,66.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8,62.5,65.5,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-098,NESCL,5A-1-9_1,5A-1-9,N75-5A-1,3.41,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,PEAT and ICE; layers of peat and ice,Vs 20%,Peat,NA,PT,,NA,NA,525.1,196.5,NA,NA,1.5,98.1,8.75,NA,NA,961.1,153.75,NA,strain-sigma_v,5.08,17.76,30.5,69.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.9,58.4,62.6,67.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-099,NESCL,5A-1-9_2,5A-1-9,N75-5A-1,3.66,3.72,FALSE,0,40,52,8,60,NA,NA,NA,NA,NA,NA,NA,ML,SILT and fine SAND,Vs 20%,Fine-grained,NA,ML,,NA,NA,47.9,42.4,NA,NA,2.67,NA,NA,NA,NA,1653.1,1117.71,NA,strain-sigma_v,5.03,17.38,29.88,67.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,21.4,22.2,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-100,NESCL,5A-1-9_3,5A-1-9,N75-5A-1,3.78,3.84,FALSE,0,40,52,8,60,NA,NA,NA,NA,NA,NA,NA,ML,SILT and fine SAND,Vs 20%,Fine-grained,NA,ML,,NA,NA,53.2,13.4,NA,NA,2.67,NA,NA,NA,NA,1576.2,1028.85,NA,strain-sigma_v,5.31,18.19,31.12,69.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,21.4,22.2,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-101,NESCL,5A-2-1_1,5A-2-1,N75-5A-2,0.94,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,PEAT; dark brown,Vr 10%,Peat,NA,PT,,NA,NA,1011.8,525.2,NA,NA,1.5,85.7,19.3,NA,NA,820.1,73.76,NA,strain-sigma_v,5.08,17.14,29.3,66.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,28.9,38.2,57.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-102,NESCL,5A-2-1_2,5A-2-1,N75-5A-2,1.22,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,PEAT; dark brown,Vr 10%,Peat,NA,PT,,NA,NA,474,369.6,NA,NA,1.5,99,7.83,NA,NA,973.9,169.67,NA,strain-sigma_v,4.93,17.28,29.69,66.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,11.9,18.9,32.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-103,NESCL,5A-2-2_1,5A-2-2,N75-5A-2,1.77,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,PEAT; dark brown,Vr 15%,Peat,NA,PT,,NA,NA,1012.9,779.8,NA,NA,1.5,95.5,17.35,NA,NA,908.2,81.61,NA,strain-sigma_v,1.24,2.73,4.21,8.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1,34.3,36.5,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-104,NESCL,5A-2-2_2,5A-2-2,N75-5A-2,1.95,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; dark brown, close to top of ice layer with wood fragments and tree roots",Vr 15%,Peat,NA,PT,,NA,NA,1586.7,976,NA,NA,1.5,91.8,28.25,NA,NA,876.2,51.95,NA,strain-sigma_v,5.12,17.52,29.73,67.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,45.2,53,65.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-105,NESCL,5A-2-5_1,5A-2-5,N75-5A-2,2.9,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; dark brown, close to top of ice layer with wood fragments and tree roots",Vr 15% to 20%,Peat,NA,PT,,NA,NA,700,300.7,NA,NA,1.5,95.4,12,NA,NA,921.1,115.14,NA,strain-sigma_v,5.17,18.48,31.65,71.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.8,53.1,56.4,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-106,NESCL,5A-2-5_2,5A-2-5,N75-5A-2,3.14,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT-SM,PEAT and layers of SAND and SILT,Vr 20%,Peat,NA,PT-SM,,NA,NA,545.7,220.1,NA,NA,1.5,93.7,9.52,NA,NA,922.7,142.9,NA,strain-sigma_v,5.31,18.39,31.31,70.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4,56.1,59,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-107,NESCL,5A-2-6_1,5A-2-6,N75-5A-2,3.41,3.44,FALSE,0,75,19,6,25,NA,NA,NA,NA,NA,NA,NA,SM,"SAND; fine sand, some silt, grey",Vr 20%,Coarse-grained,NA,SM,,NA,NA,77.5,77.1,NA,NA,2.67,NA,NA,NA,NA,1374.4,774.31,NA,strain-sigma_v,5.17,17.91,30.64,69.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8,45.3,45.9,46.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-108,NESCL,5A-2-6_2,5A-2-6,N75-5A-2,3.57,3.6,TRUE,0,75,19,6,25,NA,NA,NA,NA,0.02,0.092,0.104,SM,"SAND; fine sand, some silt, grey",Vr 20%,Coarse-grained,NA,SM,,NA,NA,96.5,61.1,NA,NA,2.67,NA,NA,NA,NA,1521.8,774.45,NA,strain-sigma_v,5.27,18,30.88,69.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,39.5,40.2,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-109,NESCL,5A-2-7_1,5A-2-7,N75-5A-2,3.93,3.99,TRUE,0,20,73,7,80,NA,NP,NP,NP,NA,NA,NA,ML,"SILT; clayey, little fine sand, low plastic, grey",Vr 25%,Fine-grained,NA,ML,,NA,NA,80,28,NA,NA,2.67,NA,NA,NA,NA,1388.8,771.56,NA,strain-sigma_v,5.22,17.76,30.4,68.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7,50.5,51.2,53.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-110,NESCL,5A-2-7_2,5A-2-7,N75-5A-2,4.11,4.18,FALSE,0,20,73,7,80,NA,NP,NP,NP,NA,NA,NA,ML,"SILT; clayey, little fine sand, low plastic, grey",Vr 25%,Fine-grained,NA,ML,,NA,NA,126.6,31.1,NA,NA,2.67,NA,NA,NA,NA,1275.1,562.71,NA,strain-sigma_v,5.08,17.67,30.36,67.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.6,64.8,66,67.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-111,NESCL,5A-2-9_1,5A-2-9,N75-5A-2,4.91,4.94,FALSE,0,4,88,8,96,NA,NP,NP,NP,NA,NA,NA,ML,"SILT; clayey, little fine sand, low plastic, grey",Vr 5%,Fine-grained,NA,ML,,NA,NA,34.9,NA,NA,NA,2.67,NA,NA,NA,NA,1782.9,1321.65,NA,strain-sigma_v,5.51,18.82,32.37,72.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,13,14.3,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-112,NESCL,5A-2-9_2,5A-2-9,N75-5A-2,5.12,5.18,TRUE,0,4,88,8,96,NA,NP,NP,NP,NA,NA,NA,ML,"SILT; clayey, little fine sand, low plastic, grey",Vr 5%,Fine-grained,NA,ML,,NA,NA,33.6,33.6,NA,NA,2.67,NA,NA,NA,NA,1787.7,1338.1,NA,strain-sigma_v,4.93,19.01,32.65,73.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,8,9.3,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-113,NESCL,5A-2-10_1,5A-2-10,N75-5A-2,5.39,5.46,FALSE,0,4,88,8,96,NA,NP,NP,NP,NA,NA,NA,ML,"SILT; clayey, little fine sand, low plastic, grey",Vr 5%,Fine-grained,NA,ML,,NA,NA,42,34.1,NA,NA,2.67,NA,NA,NA,NA,1698,1195.77,NA,strain-sigma_v,5.12,17.76,30.5,68.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,21,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-114,NESCL,5A-2-10_2,5A-2-10,N75-5A-2,5.52,5.55,FALSE,0,4,88,8,96,NA,NA,NA,NA,NA,NA,NA,ML,ICE + SILT,Ice,Fine-grained,NA,ML,,NA,NA,96.3,33.3,NA,NA,2.67,NA,NA,NA,NA,1382.4,704.23,NA,strain-sigma_v,5.08,18,30.74,69.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,63,65,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-115,NESCL,5A-2-11,5A-2-11,N75-5A-2,5.73,5.76,FALSE,0,4,88,8,96,NA,NP,NP,NP,NA,NA,NA,ML,"SILT; clayey, little fine sand, low plastic, grey",Vr 5%,Fine-grained,NA,ML,,NA,NA,42.8,30.8,NA,NA,2.67,NA,NA,NA,NA,1715.6,1201.4,NA,strain-sigma_v,5.08,17.81,30.83,69.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4,27.2,27.9,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-116,NESCL,5A-2-12_1,5A-2-12,N75-5A-2,6.04,6.13,FALSE,0,4,88,8,96,NA,NP,NP,NP,NA,NA,NA,ML,"SILT; clayey, little fine sand, low plastic, grey",Vr 5%,Fine-grained,NA,ML,,NA,NA,33.3,28.9,NA,NA,2.67,NA,NA,NA,NA,1816.5,1362.72,NA,strain-sigma_v,5.22,18.29,31.36,70.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,19,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-117,NESCL,5A-2-12_2,5A-2-12,N75-5A-2,6.49,6.52,TRUE,0,36,59,5,64,NA,NP,NP,NP,NA,NA,NA,ML,"SILT; clayey, little fine sand, low plastic, grey, some fine sand below 21'",Nb,Fine-grained,NA,ML,,NA,NA,33.9,29.7,NA,NA,2.67,NA,NA,NA,NA,1797.3,1342.27,NA,strain-sigma_v,5.03,17.86,30.64,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,11,11.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-118,NESCL,5A-2-12_3,5A-2-12,N75-5A-2,6.71,6.74,FALSE,0,36,59,5,64,NA,NP,NP,NP,NA,NA,NA,ML,"SILT; clayey, little fine sand, low plastic, grey",Nb,Fine-grained,NA,ML,,NA,NA,30.5,27.1,NA,NA,2.67,NA,NA,NA,NA,1790.9,1372.34,NA,strain-sigma_v,5.22,19.3,32.94,74.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11.2,11.8,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-119,NESCL,6A-1-3_1,6A-1-3,N75-6A-1,1.4,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; light brown, woody, fibrous",Vr Vs 10%,Peat,NA,PT,,NA,NA,1632,808,NA,NA,1.5,96.7,27.6,NA,NA,908.2,52.44,NA,strain-sigma_v,5.03,17.81,30.5,68.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,53.1,61.5,73.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-120,NESCL,6A-1-3_2,6A-1-3,N75-6A-1,1.71,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,PEAT; darker brown,Vr Vs 10%,Peat,NA,PT,,NA,NA,1914,1042,NA,NA,1.5,89.4,35,NA,NA,837.8,41.6,NA,strain-sigma_v,5.27,18.72,32.08,72.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,45.5,46.7,48.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-121,NESCL,6A-1-5_1,6A-1-5,N75-6A-1,2.35,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,PEAT; darker brown,Vr Vs 20%,Peat,NA,PT,,NA,NA,1750,511.8,NA,NA,1.5,88.2,32.43,NA,NA,833,45.03,NA,strain-sigma_v,4.88,17.43,30.02,67.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.1,74.6,77.3,81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-122,NESCL,6A-1-5_2,6A-1-5,N75-6A-1,2.71,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,PEAT; darker brown and almost black,Vr Vs 20%,Peat,NA,PT,,NA,NA,766,457.8,NA,NA,1.5,93.5,13.4,NA,NA,905,104.5,NA,strain-sigma_v,5.22,17.81,30.36,68.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,39.4,44.4,54.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-123,NESCL,6A-1-8_1,6A-1-8,N75-6A-1,3.78,3.81,NA,NA,NA,NA,NA,NA,NA,NP,NP,NP,NA,NA,NA,OL,"ORGANIC SILT; black, low plastic",Vr 5%,Peat,NA,OL,,NA,NA,597.8,340.1,NA,NA,1.5,96.4,10.14,NA,NA,935.5,134.06,NA,strain-sigma_v,5.27,18.39,31.51,70.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4,37.5,41.4,49.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-124,NESCL,6A-1-8_2,6A-1-8,N75-6A-1,3.93,3.99,NA,NA,NA,NA,NA,NA,NA,32.2,28.3,3.9,NA,NA,NA,OL,"ORGANIC SILT; black, low plastic",Vr 5%,Fine-grained,NA,OL,,NA,NA,77.2,32.1,NA,NA,2.67,NA,NA,NA,NA,1331.1,751.19,NA,strain-sigma_v,4.64,16.14,27.67,62.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.9,53.4,55.2,57.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-125,NESCL,6A-1-9,6A-1-9,N75-6A-1,4.21,4.24,TRUE,10,33,32,25,57,NA,29,16,13,NA,NA,NA,CL,"CLAY; silty, trace gravel (shale fragments), grey (TILL)",Nb,Fine-grained,NA,CL,,NA,NA,22.2,17.6,NA,NA,2.67,NA,NA,NA,NA,1750.8,1432.73,NA,strain-sigma_v,4.55,17.24,29.93,67.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-126,NESCL,6B-1-2_1,6B-1-2,N75-6B-1,0.73,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; brown, fibrous, woody",Vr 5%,Peat,NA,PT,,NA,NA,848.6,485.6,NA,NA,1.5,95,14.6,NA,NA,914.7,96.43,NA,strain-sigma_v,5.22,17.86,30.74,43.67,69.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,30.9,40.7,47.8,55.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-127,NESCL,6B-1-2_2,6B-1-2,N75-6B-1,0.91,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; brown, fibrous, woody",Vr 5%,Peat,NA,PT,,NA,NA,1520.7,826.4,NA,NA,1.5,99.5,25,NA,NA,922.7,56.93,NA,strain-sigma_v,5.08,17.76,30.4,42.85,68.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,46.5,56,61.6,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-128,NESCL,6B-1-3_1,6B-1-3,N75-6B-1,1.13,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; brown, fibrous, woody",Vr 10%,Peat,NA,PT,,NA,NA,1244,717.7,NA,NA,1.5,97.9,20.77,NA,NA,922.7,68.65,NA,strain-sigma_v,1.29,2.87,5.94,12.02,24.13,71.44,NA,NA,NA,NA,NA,NA,NA,NA,36.8,43.9,48.6,54.3,62,77.1,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-129,NESCL,6B-1-3_2,6B-1-3,N75-6B-1,1.37,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; brown, fibrous, woody",Vr 10%,Peat,NA,PT,,NA,NA,978.4,453.6,NA,NA,1.5,96,16.67,NA,NA,919.5,85.27,NA,strain-sigma_v,4.93,17.48,30.16,67.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8,45.5,52.2,64.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
NESCL-130,NESCL,6B-1-6_1,6B-1-6,N75-6B-1,2.32,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,"PEAT; darker brown, fibrous, woody, lenses of clay below 7.0'",Vs Vx 50%,Peat,NA,PT,,NA,NA,305.1,108.2,NA,NA,1.5,99,5.04,NA,NA,1007.6,248.73,NA,strain-sigma_v,5.31,18.82,32.41,72.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2,57.2,64.9,69.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,NESCL_1976,"Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976."
